language	translation_id	chapter	mode	dist_interlinear
eng	good-news	1TH 5	Dynamic	0.38446541606623513
eng	good-news	1TI 1	Dynamic	0.41666014469168855
eng	good-news	1TI 2	Dynamic	0.4131874065703904
eng	good-news	1TI 3	Dynamic	0.5499328388065164
eng	good-news	1TI 4	Dynamic	0.4742512692775644
eng	good-news	1TI 5	Dynamic	0.3035525896417513
eng	good-news	1TI 6	Dynamic	0.3781669096475489
eng	good-news	2CO 1	Dynamic	0.41394761746882613
eng	good-news	2CO 10	Dynamic	0.42154822054257396
eng	good-news	2CO 11	Dynamic	0.3822239839545298
eng	good-news	2CO 12	Dynamic	0.44911039503369965
eng	good-news	2CO 13	Dynamic	0.42818915341805996
eng	good-news	2CO 2	Dynamic	0.477780220433566
eng	good-news	2CO 3	Dynamic	0.43010129193439794
eng	good-news	2CO 4	Dynamic	0.4996027571822732
eng	good-news	2CO 5	Dynamic	0.5638372374891888
eng	good-news	2CO 6	Dynamic	0.44990372267944406
eng	good-news	2CO 7	Dynamic	0.41888019991962055
eng	good-news	2CO 8	Dynamic	0.34155992014592745
eng	good-news	2CO 9	Dynamic	0.4734849633251932
eng	good-news	2JN 1	Dynamic	0.47226665085900205
eng	good-news	2PE 1	Dynamic	0.39880503924701244
eng	good-news	2PE 2	Dynamic	0.3245789438972762
eng	good-news	2PE 3	Dynamic	0.4922822594286579
eng	good-news	2TH 1	Dynamic	0.4206488846101355
eng	good-news	2TH 2	Dynamic	0.5503722574566429
eng	good-news	2TH 3	Dynamic	0.539199462384794
eng	good-news	2TI 1	Dynamic	0.38951709772414994
eng	good-news	2TI 2	Dynamic	0.43588611944750877
eng	good-news	2TI 3	Dynamic	0.399480982976621
eng	good-news	2TI 4	Dynamic	0.4092747907945854
eng	good-news	3JN 1	Dynamic	0.4573501735467837
eng	good-news	ACT 1	Dynamic	0.4391909452200691
eng	good-news	ACT 10	Dynamic	0.27214238497093773
eng	good-news	ACT 11	Dynamic	0.34844538963426097
eng	good-news	ACT 12	Dynamic	0.2888184804065341
eng	good-news	ACT 13	Dynamic	0.35464103449208784
eng	good-news	ACT 14	Dynamic	0.3184383446510744
eng	good-news	ACT 15	Dynamic	0.3373221433652555
eng	good-news	ACT 16	Dynamic	0.33957494574769365
eng	good-news	ACT 17	Dynamic	0.2945893604873095
eng	good-news	ACT 18	Dynamic	0.29266663793299946
eng	good-news	ACT 19	Dynamic	0.3266288585929858
eng	good-news	ACT 2	Dynamic	0.35655689886437286
eng	good-news	ACT 20	Dynamic	0.2739517054146084
eng	good-news	ACT 21	Dynamic	0.29401138715663894
eng	good-news	ACT 22	Dynamic	0.5028929928478943
eng	good-news	ACT 23	Dynamic	0.301732390128394
eng	good-news	ACT 24	Dynamic	0.28935051149707636
eng	good-news	ACT 25	Dynamic	0.269428719642055
eng	good-news	ACT 26	Dynamic	0.39221765070638376
eng	good-news	ACT 27	Dynamic	0.295729474960809
eng	good-news	ACT 28	Dynamic	0.32203057494747317
eng	good-news	ACT 3	Dynamic	0.32828007714652074
eng	good-news	ACT 4	Dynamic	0.3184059145965232
eng	good-news	ACT 5	Dynamic	0.2384694546093046
eng	good-news	ACT 6	Dynamic	0.38502014111867194
eng	good-news	ACT 7	Dynamic	0.45240894148589833
eng	good-news	ACT 8	Dynamic	0.27765559816949836
eng	good-news	ACT 9	Dynamic	0.3742684600651628
eng	good-news	COL 1	Dynamic	0.4095453716032551
eng	good-news	COL 2	Dynamic	0.46421645132543043
eng	good-news	COL 3	Dynamic	0.4841694395927784
eng	good-news	COL 4	Dynamic	0.522497421866269
eng	good-news	EPH 1	Dynamic	0.4614960560268581
eng	good-news	EPH 2	Dynamic	0.4869697223766222
eng	good-news	EPH 3	Dynamic	0.4217017067511226
eng	good-news	EPH 4	Dynamic	0.40656819246937653
eng	good-news	EPH 5	Dynamic	0.4375564812931875
eng	good-news	EPH 6	Dynamic	0.47517490918751026
eng	good-news	GAL 1	Dynamic	0.3958985667500264
eng	good-news	GAL 2	Dynamic	0.41696570977906783
eng	good-news	GAL 3	Dynamic	0.43449881044769295
eng	good-news	GAL 4	Dynamic	0.4326391894269247
eng	good-news	GAL 5	Dynamic	0.4663819045593577
eng	good-news	GAL 6	Dynamic	0.5010024222559994
eng	good-news	HEB 1	Dynamic	0.4708662516114804
eng	good-news	HEB 10	Dynamic	0.550559492737027
eng	good-news	HEB 11	Dynamic	0.4099065363688185
eng	good-news	HEB 12	Dynamic	0.42075740019600716
eng	good-news	HEB 13	Dynamic	0.5580022987351092
eng	good-news	HEB 2	Dynamic	0.45657981345523146
eng	good-news	HEB 3	Dynamic	0.4525039458613758
eng	good-news	HEB 4	Dynamic	0.4426660247949339
eng	good-news	HEB 5	Dynamic	0.4473748848119516
eng	good-news	HEB 6	Dynamic	0.4694995335188053
eng	good-news	HEB 7	Dynamic	0.4007951818176582
eng	good-news	HEB 8	Dynamic	0.41038458563818525
eng	good-news	HEB 9	Dynamic	0.42463605924817516
eng	good-news	JAS 1	Dynamic	0.43893688862314917
eng	good-news	JAS 2	Dynamic	0.4246684154866794
eng	good-news	JAS 3	Dynamic	0.39431267263106523
eng	good-news	JAS 4	Dynamic	0.4790004719452019
eng	good-news	JAS 5	Dynamic	0.3661688003610217
eng	good-news	JHN 1	Dynamic	0.376370663916965
eng	good-news	JHN 10	Dynamic	0.3863403000004853
eng	good-news	JHN 11	Dynamic	0.3297256227759036
eng	good-news	JHN 12	Dynamic	0.45136144505158676
eng	good-news	JHN 13	Dynamic	0.34875855212141227
eng	good-news	JHN 14	Dynamic	0.3789279467185623
eng	good-news	JHN 15	Dynamic	0.4404087445096738
eng	good-news	JHN 16	Dynamic	0.3909524657380712
eng	good-news	JHN 17	Dynamic	0.40700672875107335
eng	good-news	JHN 18	Dynamic	0.33094966314786584
eng	good-news	JHN 19	Dynamic	0.3415725456359637
eng	good-news	JHN 2	Dynamic	0.41132430787631985
eng	good-news	JHN 20	Dynamic	0.43368354312247615
eng	good-news	JHN 21	Dynamic	0.3678140038245017
eng	good-news	JHN 3	Dynamic	0.40471092123480323
eng	good-news	JHN 4	Dynamic	0.36457502166927447
eng	good-news	JHN 5	Dynamic	0.43773856197773675
eng	good-news	JHN 6	Dynamic	0.3740849060909377
eng	good-news	JHN 7	Dynamic	0.47024182166021183
eng	good-news	JHN 8	Dynamic	0.3739571001106619
eng	good-news	JHN 9	Dynamic	0.36711137182724624
eng	good-news	JUD 1	Dynamic	0.3441260638619183
eng	good-news	LUK 1	Dynamic	0.3264656241017337
eng	good-news	LUK 10	Dynamic	0.32464394596643115
eng	good-news	LUK 11	Dynamic	0.4538757884711112
eng	good-news	LUK 12	Dynamic	0.40960830758494327
eng	good-news	LUK 13	Dynamic	0.39719568080652634
eng	good-news	LUK 14	Dynamic	0.3363273975761784
eng	good-news	LUK 15	Dynamic	0.3428558160355765
eng	good-news	LUK 16	Dynamic	0.3394853387971894
eng	good-news	LUK 17	Dynamic	0.3981588652470671
eng	good-news	LUK 18	Dynamic	0.4277012832673142
eng	good-news	LUK 19	Dynamic	0.3542514035674049
eng	good-news	LUK 2	Dynamic	0.41144754564899333
eng	good-news	LUK 20	Dynamic	0.412038573805261
eng	good-news	LUK 21	Dynamic	0.376671860334089
eng	good-news	LUK 22	Dynamic	0.37221922725360224
eng	good-news	LUK 23	Dynamic	0.3786974336027532
eng	good-news	LUK 24	Dynamic	0.3976582064918621
eng	good-news	LUK 3	Dynamic	0.3567679086913246
eng	good-news	LUK 4	Dynamic	0.3534357798024888
eng	good-news	LUK 5	Dynamic	0.33224569896602596
eng	good-news	LUK 6	Dynamic	0.41711295748786664
eng	good-news	LUK 7	Dynamic	0.38049769510801906
eng	good-news	LUK 8	Dynamic	0.40693549086979913
eng	good-news	LUK 9	Dynamic	0.4335552235216289
eng	good-news	MAT 1	Dynamic	0.5176987595749212
eng	good-news	MAT 10	Dynamic	0.3703874454765504
eng	good-news	MAT 11	Dynamic	0.4285335773333761
eng	good-news	MAT 12	Dynamic	0.40701845315267987
eng	good-news	MAT 13	Dynamic	0.36208571841221115
eng	good-news	MAT 14	Dynamic	0.32764674329616794
eng	good-news	MAT 15	Dynamic	0.3721368186812763
eng	good-news	MAT 16	Dynamic	0.41765118502187104
eng	good-news	MAT 17	Dynamic	0.4046798575206852
eng	good-news	MAT 18	Dynamic	0.3198261371422545
eng	good-news	MAT 19	Dynamic	0.35190112421827563
eng	good-news	MAT 2	Dynamic	0.4575058340265805
eng	good-news	MAT 20	Dynamic	0.36393787931527255
eng	good-news	MAT 21	Dynamic	0.35990465672691696
eng	good-news	MAT 22	Dynamic	0.38942847628660987
eng	good-news	MAT 23	Dynamic	0.37922923996846924
eng	good-news	MAT 24	Dynamic	0.4206154678290779
eng	good-news	MAT 25	Dynamic	0.309814361256508
eng	good-news	MAT 26	Dynamic	0.3159055531361741
eng	good-news	MAT 27	Dynamic	0.3617096145186996
eng	good-news	MAT 28	Dynamic	0.3420834267530936
eng	good-news	MAT 3	Dynamic	0.4049410454756815
eng	good-news	MAT 4	Dynamic	0.4355463816601303
eng	good-news	MAT 5	Dynamic	0.3795361565774584
eng	good-news	MAT 6	Dynamic	0.3724012031818506
eng	good-news	MAT 7	Dynamic	0.3703401697598657
eng	good-news	MAT 8	Dynamic	0.4209246857020479
eng	good-news	MAT 9	Dynamic	0.423532724987833
eng	good-news	MRK 1	Dynamic	0.46522058856501297
eng	good-news	MRK 10	Dynamic	0.36078598973957077
eng	good-news	MRK 11	Dynamic	0.3633638065889401
eng	good-news	MRK 12	Dynamic	0.42491250082818627
eng	good-news	MRK 13	Dynamic	0.425873488349793
eng	good-news	MRK 14	Dynamic	0.3405911416174186
eng	good-news	MRK 15	Dynamic	0.35804758167357187
eng	good-news	MRK 16	Dynamic	0.4082581818693565
eng	good-news	MRK 2	Dynamic	0.3911753186168016
eng	good-news	MRK 3	Dynamic	0.4604654802135954
eng	good-news	MRK 4	Dynamic	0.34846365387313677
eng	good-news	MRK 5	Dynamic	0.44091170598939916
eng	good-news	MRK 6	Dynamic	0.3196419267186491
eng	good-news	MRK 7	Dynamic	0.360662693951971
eng	good-news	MRK 8	Dynamic	0.39687362348485794
eng	good-news	MRK 9	Dynamic	0.3868839501954341
eng	good-news	PHM 1	Dynamic	0.30703399207711024
eng	good-news	PHP 1	Dynamic	0.3672027515989099
eng	good-news	PHP 2	Dynamic	0.39814367949820056
eng	good-news	PHP 3	Dynamic	0.5748194067758017
eng	good-news	PHP 4	Dynamic	0.34909779210698916
eng	good-news	REV 1	Dynamic	0.4090451219506229
eng	good-news	REV 10	Dynamic	0.3859331623600967
eng	good-news	REV 11	Dynamic	0.34594041925253316
eng	good-news	REV 12	Dynamic	0.38231304983272174
eng	good-news	REV 13	Dynamic	0.35854857106330595
eng	good-news	REV 14	Dynamic	0.3559433825445492
eng	good-news	REV 15	Dynamic	0.42651988401779584
eng	good-news	REV 16	Dynamic	0.31016794889085586
eng	good-news	REV 17	Dynamic	0.3255589363282451
eng	good-news	REV 18	Dynamic	0.3144319458235612
eng	good-news	REV 19	Dynamic	0.3773390120597604
eng	good-news	REV 2	Dynamic	0.3157535998668004
eng	good-news	REV 20	Dynamic	0.3616825652863324
eng	good-news	REV 21	Dynamic	0.32211367701965676
eng	good-news	REV 22	Dynamic	0.41193529467116247
eng	good-news	REV 3	Dynamic	0.2879388072205667
eng	good-news	REV 4	Dynamic	0.3683743564868314
eng	good-news	REV 5	Dynamic	0.31015674158692164
eng	good-news	REV 6	Dynamic	0.32576959020670415
eng	good-news	REV 7	Dynamic	0.3410322346333228
eng	good-news	REV 8	Dynamic	0.334923494282507
eng	good-news	REV 9	Dynamic	0.2804840932195277
eng	good-news	ROM 1	Dynamic	0.38102323935704324
eng	good-news	ROM 10	Dynamic	0.5250161023434359
eng	good-news	ROM 11	Dynamic	0.4222619854734973
eng	good-news	ROM 12	Dynamic	0.4299824246243227
eng	good-news	ROM 13	Dynamic	0.4111983305295929
eng	good-news	ROM 14	Dynamic	0.32048601127396514
eng	good-news	ROM 15	Dynamic	0.4036455598551454
eng	good-news	ROM 16	Dynamic	0.28680749744473805
eng	good-news	ROM 2	Dynamic	0.4646664065410687
eng	good-news	ROM 3	Dynamic	0.534387650834386
eng	good-news	ROM 4	Dynamic	0.4909538904458981
eng	good-news	ROM 5	Dynamic	0.48391044993107935
eng	good-news	ROM 6	Dynamic	0.40112785126805806
eng	good-news	ROM 7	Dynamic	0.3948698315455037
eng	good-news	ROM 8	Dynamic	0.4033365981323003
eng	good-news	ROM 9	Dynamic	0.4448095739306542
eng	good-news	TIT 1	Dynamic	0.402517616716399
eng	good-news	TIT 2	Dynamic	0.4430812749226894
eng	good-news	TIT 3	Dynamic	0.4313651317883926
eng	jb-phillips-new-testament	1CO 1	Dynamic	0.40814729834833907
eng	jb-phillips-new-testament	1CO 10	Dynamic	0.45592327412455175
eng	jb-phillips-new-testament	1CO 11	Dynamic	0.3178459010362007
eng	jb-phillips-new-testament	1CO 12	Dynamic	0.38744230270003965
eng	jb-phillips-new-testament	1CO 13	Dynamic	0.41360014522181876
eng	jb-phillips-new-testament	1CO 14	Dynamic	0.3940073560302371
eng	jb-phillips-new-testament	1CO 15	Dynamic	0.4017760117841816
eng	jb-phillips-new-testament	1CO 16	Dynamic	0.4400125603939444
eng	jb-phillips-new-testament	1CO 2	Dynamic	0.4229632367878703
eng	jb-phillips-new-testament	1CO 3	Dynamic	0.37394427713150696
eng	jb-phillips-new-testament	1CO 4	Dynamic	0.4667383260970213
eng	jb-phillips-new-testament	1CO 5	Dynamic	0.40840174532012924
eng	jb-phillips-new-testament	1CO 6	Dynamic	0.4065393565945128
eng	jb-phillips-new-testament	1CO 7	Dynamic	0.38283019577379607
eng	jb-phillips-new-testament	1CO 8	Dynamic	0.3689754286124769
eng	jb-phillips-new-testament	1CO 9	Dynamic	0.3830128984722658
eng	jb-phillips-new-testament	1JN 1	Dynamic	0.4546120507216009
eng	jb-phillips-new-testament	1JN 2	Dynamic	0.4976290178757967
eng	jb-phillips-new-testament	1JN 3	Dynamic	0.4787959446327248
eng	jb-phillips-new-testament	1JN 4	Dynamic	0.4759809279399005
eng	jb-phillips-new-testament	1JN 5	Dynamic	0.533377933160922
eng	jb-phillips-new-testament	1PE 1	Dynamic	0.49212651546703223
eng	jb-phillips-new-testament	1PE 2	Dynamic	0.37298775959667185
eng	jb-phillips-new-testament	1PE 3	Dynamic	0.47330004289089816
eng	jb-phillips-new-testament	1PE 4	Dynamic	0.4804220167003397
eng	jb-phillips-new-testament	1PE 5	Dynamic	0.43417175558400106
eng	jb-phillips-new-testament	1TH 1	Dynamic	0.45457995642338966
eng	jb-phillips-new-testament	1TH 2	Dynamic	0.41481938942995367
eng	jb-phillips-new-testament	1TH 3	Dynamic	0.33220758782779297
eng	jb-phillips-new-testament	1TH 4	Dynamic	0.39554841846533945
eng	jb-phillips-new-testament	1TH 5	Dynamic	0.4309303171058382
eng	jb-phillips-new-testament	1TI 1	Dynamic	0.46389885229316913
eng	jb-phillips-new-testament	1TI 2	Dynamic	0.4676501723440473
eng	jb-phillips-new-testament	1TI 3	Dynamic	0.5075296534732946
eng	jb-phillips-new-testament	1TI 4	Dynamic	0.542246518940217
eng	jb-phillips-new-testament	1TI 5	Dynamic	0.33432345273196795
eng	jb-phillips-new-testament	1TI 6	Dynamic	0.4655544683206042
eng	jb-phillips-new-testament	2CO 1	Dynamic	0.41941889968108564
eng	jb-phillips-new-testament	2CO 10	Dynamic	0.449409286934371
eng	jb-phillips-new-testament	2CO 11	Dynamic	0.43413626309935444
eng	jb-phillips-new-testament	2CO 12	Dynamic	0.4600620700324477
eng	jb-phillips-new-testament	2CO 13	Dynamic	0.5199247028122147
eng	jb-phillips-new-testament	2CO 2	Dynamic	0.5417333398518555
eng	jb-phillips-new-testament	2CO 3	Dynamic	0.5183515114773908
eng	jb-phillips-new-testament	2CO 4	Dynamic	0.5381649786029098
eng	jb-phillips-new-testament	2CO 5	Dynamic	0.5286911652479269
eng	jb-phillips-new-testament	2CO 6	Dynamic	0.447680372710758
eng	jb-phillips-new-testament	2CO 7	Dynamic	0.436527906894597
eng	jb-phillips-new-testament	2CO 8	Dynamic	0.34236773095137085
eng	jb-phillips-new-testament	2CO 9	Dynamic	0.4945069384554332
eng	jb-phillips-new-testament	2JN 1	Dynamic	0.5049875016258221
eng	jb-phillips-new-testament	2PE 1	Dynamic	0.40941201200063154
eng	jb-phillips-new-testament	2PE 2	Dynamic	0.3399033011360702
eng	jb-phillips-new-testament	2PE 3	Dynamic	0.503381291320834
eng	jb-phillips-new-testament	2TH 1	Dynamic	0.4347250617768352
eng	jb-phillips-new-testament	2TH 2	Dynamic	0.49065298098973426
eng	jb-phillips-new-testament	2TH 3	Dynamic	0.5802610731085338
eng	jb-phillips-new-testament	2TI 1	Dynamic	0.37966993818036193
eng	jb-phillips-new-testament	2TI 2	Dynamic	0.4859336728446632
eng	jb-phillips-new-testament	2TI 3	Dynamic	0.4594599031442437
eng	jb-phillips-new-testament	2TI 4	Dynamic	0.4836626319847631
eng	jb-phillips-new-testament	3JN 1	Dynamic	0.4195083693199115
eng	jb-phillips-new-testament	ACT 1	Dynamic	0.40712681570060516
eng	jb-phillips-new-testament	ACT 10	Dynamic	0.27337845490335777
eng	jb-phillips-new-testament	ACT 11	Dynamic	0.3294907747573262
eng	jb-phillips-new-testament	ACT 12	Dynamic	0.28455487062545637
eng	jb-phillips-new-testament	ACT 13	Dynamic	0.28323888245551815
eng	jb-phillips-new-testament	ACT 14	Dynamic	0.2528447046277901
eng	jb-phillips-new-testament	ACT 15	Dynamic	0.32384756898768297
eng	jb-phillips-new-testament	ACT 16	Dynamic	0.29435446630615825
eng	jb-phillips-new-testament	ACT 17	Dynamic	0.26881021650445325
eng	jb-phillips-new-testament	ACT 18	Dynamic	0.29891891068135434
eng	jb-phillips-new-testament	ACT 19	Dynamic	0.3323140425451238
eng	jb-phillips-new-testament	ACT 2	Dynamic	0.3325506422970526
eng	jb-phillips-new-testament	ACT 20	Dynamic	0.24888622207504563
eng	jb-phillips-new-testament	ACT 21	Dynamic	0.33338780649647287
eng	jb-phillips-new-testament	ACT 22	Dynamic	0.533754166376276
eng	jb-phillips-new-testament	ACT 23	Dynamic	0.32757495850272217
eng	jb-phillips-new-testament	ACT 24	Dynamic	0.2754518165089118
eng	jb-phillips-new-testament	ACT 25	Dynamic	0.27104461906743477
eng	jb-phillips-new-testament	ACT 26	Dynamic	0.38456853761589
eng	jb-phillips-new-testament	ACT 27	Dynamic	0.2471160992458731
eng	jb-phillips-new-testament	ACT 28	Dynamic	0.3455633980520201
eng	jb-phillips-new-testament	ACT 3	Dynamic	0.3336147718105263
eng	jb-phillips-new-testament	ACT 4	Dynamic	0.3498294912836491
eng	jb-phillips-new-testament	ACT 5	Dynamic	0.24969349452000744
eng	jb-phillips-new-testament	ACT 6	Dynamic	0.35275070530562086
eng	jb-phillips-new-testament	ACT 7	Dynamic	0.4568440539321715
eng	jb-phillips-new-testament	ACT 8	Dynamic	0.23398887931099926
eng	jb-phillips-new-testament	ACT 9	Dynamic	0.35583563519406924
eng	jb-phillips-new-testament	COL 1	Dynamic	0.43315557308132785
eng	jb-phillips-new-testament	COL 2	Dynamic	0.4727616447910046
eng	jb-phillips-new-testament	COL 3	Dynamic	0.5331751221621848
eng	jb-phillips-new-testament	COL 4	Dynamic	0.6244939117262527
eng	jb-phillips-new-testament	EPH 1	Dynamic	0.4449483857142048
eng	jb-phillips-new-testament	EPH 2	Dynamic	0.5400483727973164
eng	jb-phillips-new-testament	EPH 3	Dynamic	0.4126665979071558
eng	jb-phillips-new-testament	EPH 4	Dynamic	0.4144637962311761
eng	jb-phillips-new-testament	EPH 5	Dynamic	0.44336909946563585
eng	jb-phillips-new-testament	EPH 6	Dynamic	0.49665505022298784
eng	jb-phillips-new-testament	GAL 1	Dynamic	0.3983627593794813
eng	jb-phillips-new-testament	GAL 2	Dynamic	0.41555493992565945
eng	jb-phillips-new-testament	GAL 3	Dynamic	0.45817107774959187
eng	jb-phillips-new-testament	GAL 4	Dynamic	0.38467696008892205
eng	jb-phillips-new-testament	GAL 5	Dynamic	0.4443651409728989
eng	jb-phillips-new-testament	GAL 6	Dynamic	0.5312197852835078
eng	jb-phillips-new-testament	HEB 1	Dynamic	0.475081047621653
eng	jb-phillips-new-testament	HEB 10	Dynamic	0.5670574535522103
eng	jb-phillips-new-testament	HEB 11	Dynamic	0.4539967882641899
eng	jb-phillips-new-testament	HEB 12	Dynamic	0.4222178254379804
eng	jb-phillips-new-testament	HEB 13	Dynamic	0.5413182882455628
eng	jb-phillips-new-testament	HEB 2	Dynamic	0.43521449483514935
eng	jb-phillips-new-testament	HEB 3	Dynamic	0.4500543000122105
eng	jb-phillips-new-testament	HEB 4	Dynamic	0.4696270165581759
eng	jb-phillips-new-testament	HEB 5	Dynamic	0.4885754670800031
eng	jb-phillips-new-testament	HEB 6	Dynamic	0.46081616592691144
eng	jb-phillips-new-testament	HEB 7	Dynamic	0.3720320229682376
eng	jb-phillips-new-testament	HEB 8	Dynamic	0.4591300319248153
eng	jb-phillips-new-testament	HEB 9	Dynamic	0.4919005825681747
eng	jb-phillips-new-testament	JAS 1	Dynamic	0.37541692513653885
eng	jb-phillips-new-testament	JAS 2	Dynamic	0.4514166163930622
eng	jb-phillips-new-testament	JAS 3	Dynamic	0.46203512378925
eng	jb-phillips-new-testament	JAS 4	Dynamic	0.5563469941774105
eng	jb-phillips-new-testament	JAS 5	Dynamic	0.4223196029539183
eng	jb-phillips-new-testament	JHN 1	Dynamic	0.4451648927536326
eng	jb-phillips-new-testament	JHN 10	Dynamic	0.31872184886904853
eng	jb-phillips-new-testament	JHN 11	Dynamic	0.329209037721855
eng	jb-phillips-new-testament	JHN 12	Dynamic	0.46237923263297387
eng	jb-phillips-new-testament	JHN 13	Dynamic	0.35826847317967453
eng	jb-phillips-new-testament	JHN 14	Dynamic	0.45922850109212004
eng	jb-phillips-new-testament	JHN 15	Dynamic	0.44651632138462555
eng	jb-phillips-new-testament	JHN 16	Dynamic	0.4435129559108787
eng	jb-phillips-new-testament	JHN 17	Dynamic	0.40742247103055473
eng	jb-phillips-new-testament	JHN 18	Dynamic	0.33661817060122573
eng	jb-phillips-new-testament	JHN 19	Dynamic	0.33441221971017615
eng	jb-phillips-new-testament	JHN 2	Dynamic	0.3690782647594661
eng	jb-phillips-new-testament	JHN 20	Dynamic	0.41356147232590296
eng	jb-phillips-new-testament	JHN 21	Dynamic	0.35388980212408716
eng	jb-phillips-new-testament	JHN 3	Dynamic	0.3966412644627686
eng	jb-phillips-new-testament	JHN 4	Dynamic	0.3521157512106882
eng	jb-phillips-new-testament	JHN 5	Dynamic	0.4316547703801227
eng	jb-phillips-new-testament	JHN 6	Dynamic	0.37908544178418974
eng	jb-phillips-new-testament	JHN 7	Dynamic	0.4235715031898927
eng	jb-phillips-new-testament	JHN 8	Dynamic	0.38242455698509076
eng	jb-phillips-new-testament	JHN 9	Dynamic	0.3205265672821034
eng	jb-phillips-new-testament	JUD 1	Dynamic	0.37673293686711645
eng	jb-phillips-new-testament	LUK 1	Dynamic	0.3517305325324882
eng	jb-phillips-new-testament	LUK 10	Dynamic	0.37689785585885066
eng	jb-phillips-new-testament	LUK 11	Dynamic	0.44192776241939885
eng	jb-phillips-new-testament	LUK 12	Dynamic	0.4426265280316782
eng	jb-phillips-new-testament	LUK 13	Dynamic	0.3791669865060754
eng	jb-phillips-new-testament	LUK 14	Dynamic	0.3457683984194418
eng	jb-phillips-new-testament	LUK 15	Dynamic	0.3171604670870931
eng	jb-phillips-new-testament	LUK 16	Dynamic	0.3786542449108298
eng	jb-phillips-new-testament	LUK 17	Dynamic	0.4249854653161648
eng	jb-phillips-new-testament	LUK 18	Dynamic	0.5010605362445643
eng	jb-phillips-new-testament	LUK 19	Dynamic	0.3474384170862683
eng	jb-phillips-new-testament	LUK 2	Dynamic	0.32657628199928135
eng	jb-phillips-new-testament	LUK 20	Dynamic	0.3181790363524666
eng	jb-phillips-new-testament	LUK 21	Dynamic	0.34722076193979373
eng	jb-phillips-new-testament	LUK 22	Dynamic	0.36636356315608687
eng	jb-phillips-new-testament	LUK 23	Dynamic	0.34974243871649924
eng	jb-phillips-new-testament	LUK 24	Dynamic	0.39093500679592547
eng	jb-phillips-new-testament	LUK 3	Dynamic	0.3461828318181812
eng	jb-phillips-new-testament	LUK 4	Dynamic	0.36806023333130067
eng	jb-phillips-new-testament	LUK 5	Dynamic	0.3130653094932781
eng	jb-phillips-new-testament	LUK 6	Dynamic	0.40478166175177005
eng	jb-phillips-new-testament	LUK 7	Dynamic	0.3369863554869616
eng	jb-phillips-new-testament	LUK 8	Dynamic	0.40088386335171494
eng	jb-phillips-new-testament	LUK 9	Dynamic	0.3820869622048707
eng	jb-phillips-new-testament	MAT 1	Dynamic	0.42592975148708145
eng	jb-phillips-new-testament	MAT 10	Dynamic	0.3910542161443853
eng	jb-phillips-new-testament	MAT 11	Dynamic	0.40241910616409415
eng	jb-phillips-new-testament	MAT 12	Dynamic	0.3589053605388376
eng	jb-phillips-new-testament	MAT 13	Dynamic	0.3334383191333306
eng	jb-phillips-new-testament	MAT 14	Dynamic	0.3198349243609768
eng	jb-phillips-new-testament	MAT 15	Dynamic	0.31697845083715626
eng	jb-phillips-new-testament	MAT 16	Dynamic	0.3875508990157361
eng	jb-phillips-new-testament	MAT 17	Dynamic	0.4125457715058932
eng	jb-phillips-new-testament	MAT 18	Dynamic	0.31337787967586234
eng	jb-phillips-new-testament	MAT 19	Dynamic	0.3579542924502145
eng	jb-phillips-new-testament	MAT 2	Dynamic	0.45350882341708293
eng	jb-phillips-new-testament	MAT 20	Dynamic	0.380433595423374
eng	jb-phillips-new-testament	MAT 21	Dynamic	0.3557339597469249
eng	jb-phillips-new-testament	MAT 22	Dynamic	0.3551672521062468
eng	jb-phillips-new-testament	MAT 23	Dynamic	0.3782274474960967
eng	jb-phillips-new-testament	MAT 24	Dynamic	0.4114007745702556
eng	jb-phillips-new-testament	MAT 25	Dynamic	0.32865785231011363
eng	jb-phillips-new-testament	MAT 26	Dynamic	0.31859483446555104
eng	jb-phillips-new-testament	MAT 27	Dynamic	0.3684539615367937
eng	jb-phillips-new-testament	MAT 28	Dynamic	0.3414539911072008
eng	jb-phillips-new-testament	MAT 3	Dynamic	0.43048521735772344
eng	jb-phillips-new-testament	MAT 4	Dynamic	0.41272357191120107
eng	jb-phillips-new-testament	MAT 5	Dynamic	0.3847225381485699
eng	jb-phillips-new-testament	MAT 6	Dynamic	0.35815196128423477
eng	jb-phillips-new-testament	MAT 7	Dynamic	0.4570462839574476
eng	jb-phillips-new-testament	MAT 8	Dynamic	0.34951387788597316
eng	jb-phillips-new-testament	MAT 9	Dynamic	0.41506004511870265
eng	jb-phillips-new-testament	MRK 1	Dynamic	0.41665307646738736
eng	jb-phillips-new-testament	MRK 10	Dynamic	0.37208644361354176
eng	jb-phillips-new-testament	MRK 11	Dynamic	0.3453861516117352
eng	jb-phillips-new-testament	MRK 12	Dynamic	0.3552882922021104
eng	jb-phillips-new-testament	MRK 13	Dynamic	0.4017009016342616
eng	jb-phillips-new-testament	MRK 14	Dynamic	0.33466251734658503
eng	jb-phillips-new-testament	MRK 15	Dynamic	0.35738893771724045
eng	jb-phillips-new-testament	MRK 16	Dynamic	0.3916700953799823
eng	jb-phillips-new-testament	MRK 2	Dynamic	0.3473038935208924
eng	jb-phillips-new-testament	MRK 3	Dynamic	0.46214348037102015
eng	jb-phillips-new-testament	MRK 4	Dynamic	0.30202800219783066
eng	jb-phillips-new-testament	MRK 5	Dynamic	0.33327693762561766
eng	jb-phillips-new-testament	MRK 6	Dynamic	0.31760744736628893
