language	translation_a	translation_b	U	p_raw	p_bonferroni
pol	szczepanski	slowo-zycia	3095.0	1.7684540406090244e-35	4.244289697461659e-33
pol	biblia-jakuba-wujka	biblia-krola-jakuba	40787.0	0.999977354485722	1.0
pol	biblia-jakuba-wujka	biblia-poznanska	38888.0	0.9985120531466765	1.0
pol	biblia-jakuba-wujka	biblia-tysiaclecia	41582.0	0.9999972235673008	1.0
pol	biblia-jakuba-wujka	biblia-warszawska	43921.0	0.999999998268971	1.0
pol	biblia-jakuba-wujka	eib-nowe-przymierze-literary	38420.0	0.9965020567137134	1.0
pol	biblia-jakuba-wujka	uwspolczesniona-biblia-gdanska	43160.0	0.9999999767019768	1.0
pol	biblia-jakuba-wujka	biblia-warszawsko-praska	37578.0	0.9862924042832266	1.0
pol	biblia-jakuba-wujka	nowy-przeklad-dynamiczny	23011.0	1.5136523264146673e-10	3.632765583395202e-8
pol	biblia-jakuba-wujka	mariawici	36769.0	0.9584816576942723	1.0
pol	biblia-jakuba-wujka	pol-new-world-translation	35144.0	0.7837146994638697	1.0
pol	biblia-jakuba-wujka	slowo-zycia	23155.0	2.5938424030201523e-10	6.225221767248365e-8
pol	biblia-krola-jakuba	biblia-poznanska	32005.0	0.1474412736408967	1.0
pol	biblia-krola-jakuba	biblia-tysiaclecia	34527.0	0.6644541817367385	1.0
pol	biblia-krola-jakuba	biblia-warszawska	37526.0	0.9851924985068421	1.0
pol	biblia-krola-jakuba	eib-nowe-przymierze-literary	31075.0	0.05588105556377636	1.0
pol	biblia-krola-jakuba	uwspolczesniona-biblia-gdanska	36311.0	0.9286747647963198	1.0
pol	biblia-krola-jakuba	biblia-warszawsko-praska	30837.0	0.04188254097070612	1.0
pol	biblia-krola-jakuba	nowy-przeklad-dynamiczny	17627.0	1.8625137001158397e-21	4.470032880278015e-19
pol	biblia-krola-jakuba	mariawici	29911.0	0.01161098260039966	1.0
pol	biblia-krola-jakuba	pol-new-world-translation	28023.0	0.0003733787107644605	0.08961089058347052
pol	biblia-krola-jakuba	slowo-zycia	17170.0	1.4097951613015216e-22	3.3835083871236517e-20
pol	biblia-poznanska	biblia-tysiaclecia	36299.0	0.9277157182663259	1.0
pol	biblia-poznanska	biblia-warszawska	39025.0	0.9988565000352803	1.0
pol	biblia-poznanska	eib-nowe-przymierze-literary	33083.0	0.33788968378848594	1.0
pol	biblia-poznanska	uwspolczesniona-biblia-gdanska	37924.0	0.9919693365509032	1.0
pol	biblia-poznanska	biblia-warszawsko-praska	32429.0	0.21186208693358477	1.0
pol	biblia-poznanska	nowy-przeklad-dynamiczny	19038.0	3.4527785392702323e-18	8.286668494248557e-16
pol	biblia-poznanska	mariawici	31722.0	0.11262970937859329	1.0
pol	biblia-poznanska	pol-new-world-translation	29937.0	0.01207964721349502	1.0
pol	biblia-poznanska	slowo-zycia	18936.0	2.0496761141540822e-18	4.919222673969797e-16
pol	biblia-tysiaclecia	biblia-warszawska	36910.0	0.9652868329522453	1.0
pol	biblia-tysiaclecia	eib-nowe-przymierze-literary	30299.0	0.020512221860540185	1.0
pol	biblia-tysiaclecia	uwspolczesniona-biblia-gdanska	35543.0	0.8455900553143822	1.0
pol	biblia-tysiaclecia	biblia-warszawsko-praska	30050.0	0.014311977432484711	1.0
pol	biblia-tysiaclecia	nowy-przeklad-dynamiczny	16976.0	4.6137835880150035e-23	1.1073080611236008e-20
pol	biblia-tysiaclecia	mariawici	29128.0	0.0031974993120957524	0.7673998349029806
pol	biblia-tysiaclecia	pol-new-world-translation	27220.0	0.00006138416800043838	0.014732200320105212
pol	biblia-tysiaclecia	slowo-zycia	16446.0	2.0448969074946637e-24	4.907752577987193e-22
pol	biblia-warszawska	eib-nowe-przymierze-literary	27468.0	0.00010961035718162541	0.0263064857235901
pol	biblia-warszawska	uwspolczesniona-biblia-gdanska	32224.0	0.1788810293600429	1.0
pol	biblia-warszawska	biblia-warszawsko-praska	27252.0	0.00006622645844322372	0.015894350026373693
pol	biblia-warszawska	nowy-przeklad-dynamiczny	15484.0	5.6094491340979186e-27	1.3462677921835004e-24
pol	biblia-warszawska	mariawici	26479.0	9.640356141416162e-6	0.002313685473939879
pol	biblia-warszawska	pol-new-world-translation	24663.0	4.8279805404026014e-8	0.000011587153296966244
pol	biblia-warszawska	slowo-zycia	15190.0	8.688149932915306e-28	2.0851559838996732e-25
pol	eib-nowe-przymierze-literary	uwspolczesniona-biblia-gdanska	39160.0	0.9991229486882272	1.0
pol	eib-nowe-przymierze-literary	biblia-warszawsko-praska	33263.0	0.37707904502879475	1.0
pol	eib-nowe-przymierze-literary	nowy-przeklad-dynamiczny	18950.0	2.2022226761339643e-18	5.285334422721514e-16
pol	eib-nowe-przymierze-literary	mariawici	32398.0	0.20665804491798184	1.0
pol	eib-nowe-przymierze-literary	pol-new-world-translation	30532.0	0.028242295825932524	1.0
pol	eib-nowe-przymierze-literary	slowo-zycia	18569.0	3.049364591781153e-19	7.318475020274768e-17
pol	uwspolczesniona-biblia-gdanska	biblia-warszawsko-praska	28386.0	0.0007890531210713364	0.18937274905712073
pol	uwspolczesniona-biblia-gdanska	nowy-przeklad-dynamiczny	15744.0	2.848866293934746e-26	6.837279105443391e-24
pol	uwspolczesniona-biblia-gdanska	mariawici	27421.0	0.00009835475610191208	0.023605141464458898
pol	uwspolczesniona-biblia-gdanska	pol-new-world-translation	25490.0	6.162111490963225e-7	0.0001478906757831174
pol	uwspolczesniona-biblia-gdanska	slowo-zycia	15190.0	8.688149932915306e-28	2.0851559838996732e-25
pol	biblia-warszawsko-praska	nowy-przeklad-dynamiczny	20253.0	1.3156756670276408e-15	3.157621600866338e-13
pol	biblia-warszawsko-praska	mariawici	33003.0	0.3209920874141722	1.0
pol	biblia-warszawsko-praska	pol-new-world-translation	31189.0	0.0637819079315796	1.0
pol	biblia-warszawsko-praska	slowo-zycia	20218.0	1.1163822329740815e-15	2.679317359137796e-13
pol	nowy-przeklad-dynamiczny	mariawici	46841.0	0.9999999999999866	1.0
pol	nowy-przeklad-dynamiczny	pol-new-world-translation	45514.0	0.9999999999959817	1.0
pol	nowy-przeklad-dynamiczny	slowo-zycia	34978.0	0.7542434637934646	1.0
pol	mariawici	pol-new-world-translation	31986.0	0.14489983156180436	1.0
pol	mariawici	slowo-zycia	20701.0	1.0386710429154987e-14	2.492810502997197e-12
pol	pol-new-world-translation	slowo-zycia	21886.0	1.774733889498508e-12	4.259361334796419e-10
spa	hb-pratt	la-biblia-de-las-americas	34669.0	0.6941110784414531	1.0
spa	hb-pratt	nueva-biblia-de-las-americas	35163.0	0.7869522833452783	1.0
spa	hb-pratt	biblia-del-jubileo	32326.0	0.1948671757003005	1.0
spa	hb-pratt	reina-valera-revisada	34286.0	0.6117855183797462	1.0
spa	hb-pratt	biblia-de-america	28514.0	0.0010170482189870694	0.24409157255689665
spa	hb-pratt	dios-habla-hoy	28153.0	0.0004904853658726016	0.11771648780942437
spa	hb-pratt	la-palabra	24255.0	1.2646883889382531e-8	3.0352521334518077e-6
spa	hb-pratt	nueva-traduccion-viviente	24514.0	2.9790321730599455e-8	7.1496772153438695e-6
spa	hb-pratt	nueva-version-internacional	30710.0	0.035664485427685334	1.0
spa	hb-pratt	junemann-bible	32047.0	0.17110420018414735	1.0
spa	hb-pratt	la-biblia-latinoamericana	28653.0	0.0013319597661592643	0.3196703438782234
spa	hb-pratt	lenguaje-actual	8339.0	5.09904394565273e-15	1.2237705469566552e-12
spa	hb-pratt	palabra-de-dios-para-todos	24627.0	4.299266028539115e-8	0.000010318238468493877
spa	hb-pratt	peshitta-espanol	33135.0	0.3490537377463686	1.0
spa	hb-pratt	spa-new-world-translation	36411.0	0.9362909908591677	1.0
spa	la-biblia-de-las-americas	nueva-biblia-de-las-americas	34250.0	0.6037101159557278	1.0
spa	la-biblia-de-las-americas	biblia-del-jubileo	31393.0	0.08005491756315841	1.0
spa	la-biblia-de-las-americas	reina-valera-revisada	33447.0	0.41848982620501346	1.0
spa	la-biblia-de-las-americas	biblia-de-america	27728.0	0.00019704835621752172	0.047291605492205215
spa	la-biblia-de-las-americas	dios-habla-hoy	27240.0	0.00006436988285833947	0.015448771886001474
spa	la-biblia-de-las-americas	la-palabra	23481.0	8.559117520797093e-10	2.0541882049913023e-7
spa	la-biblia-de-las-americas	nueva-traduccion-viviente	23693.0	1.825428436179954e-9	4.38102824683189e-7
spa	la-biblia-de-las-americas	nueva-version-internacional	29784.0	0.00954178653616444	1.0
spa	la-biblia-de-las-americas	junemann-bible	31263.0	0.07945247393320293	1.0
spa	la-biblia-de-las-americas	la-biblia-latinoamericana	27824.0	0.00024335190361477108	0.05840445686754506
spa	la-biblia-de-las-americas	lenguaje-actual	8047.0	5.187111708236187e-16	1.2449068099766849e-13
spa	la-biblia-de-las-americas	palabra-de-dios-para-todos	23828.0	2.9339183608363076e-9	7.041404066007139e-7
spa	la-biblia-de-las-americas	peshitta-espanol	32340.0	0.1971272341448888	1.0
spa	la-biblia-de-las-americas	spa-new-world-translation	35322.0	0.8129181284617356	1.0
spa	nueva-biblia-de-las-americas	biblia-del-jubileo	30909.0	0.04578065088963005	1.0
spa	nueva-biblia-de-las-americas	reina-valera-revisada	32983.0	0.31682327111396835	1.0
spa	nueva-biblia-de-las-americas	biblia-de-america	27140.0	0.00005069771140891743	0.012167450738140184
spa	nueva-biblia-de-las-americas	dios-habla-hoy	26706.0	0.00001732301743433986	0.0041575241842415666
spa	nueva-biblia-de-las-americas	la-palabra	22980.0	1.3467172701705577e-10	3.232121448409338e-8
spa	nueva-biblia-de-las-americas	nueva-traduccion-viviente	23153.0	2.574632658133669e-10	6.179118379520805e-8
spa	nueva-biblia-de-las-americas	nueva-version-internacional	29319.0	0.004457189972720872	1.0
spa	nueva-biblia-de-las-americas	junemann-bible	30784.0	0.045593385629404855	1.0
spa	nueva-biblia-de-las-americas	la-biblia-latinoamericana	27315.0	0.00007682998747541882	0.01843919699410052
spa	nueva-biblia-de-las-americas	lenguaje-actual	7812.0	7.776071791687424e-17	1.8662572300049815e-14
spa	nueva-biblia-de-las-americas	palabra-de-dios-para-todos	23303.0	4.4795411863579914e-10	1.075089884725918e-7
spa	nueva-biblia-de-las-americas	peshitta-espanol	31824.0	0.12443005320803108	1.0
spa	nueva-biblia-de-las-americas	spa-new-world-translation	34842.0	0.7285785010258027	1.0
spa	biblia-del-jubileo	reina-valera-revisada	35778.0	0.8759289119228559	1.0
spa	biblia-del-jubileo	biblia-de-america	30058.0	0.014482689236462879	1.0
spa	biblia-del-jubileo	dios-habla-hoy	29549.0	0.006549493585401093	1.0
spa	biblia-del-jubileo	la-palabra	25634.0	9.382081152342353e-7	0.00022516994765621646
spa	biblia-del-jubileo	nueva-traduccion-viviente	25850.0	1.740223282534027e-6	0.0004176535878081665
spa	biblia-del-jubileo	nueva-version-internacional	32231.0	0.17995100226685273	1.0
spa	biblia-del-jubileo	junemann-bible	33462.0	0.45165922539026254	1.0
spa	biblia-del-jubileo	la-biblia-latinoamericana	30146.0	0.016479155600304423	1.0
spa	biblia-del-jubileo	lenguaje-actual	8877.0	2.785746179408111e-13	6.685790830579466e-11
spa	biblia-del-jubileo	palabra-de-dios-para-todos	26111.0	3.5969812920346393e-6	0.0008632755100883134
spa	biblia-del-jubileo	peshitta-espanol	34633.0	0.6867020536023416	1.0
spa	biblia-del-jubileo	spa-new-world-translation	38009.0	0.9929974876465326	1.0
spa	reina-valera-revisada	biblia-de-america	28138.0	0.0004754178609438724	0.11410028662652938
spa	reina-valera-revisada	dios-habla-hoy	27718.0	0.0001927306065639095	0.04625534557533828
spa	reina-valera-revisada	la-palabra	23987.0	5.090931656023254e-9	1.221823597445581e-6
spa	reina-valera-revisada	nueva-traduccion-viviente	24178.0	9.761133784303949e-9	2.3426721082329477e-6
spa	reina-valera-revisada	nueva-version-internacional	30284.0	0.020082957953473462	1.0
spa	reina-valera-revisada	junemann-bible	31584.0	0.11107125928201667	1.0
spa	reina-valera-revisada	la-biblia-latinoamericana	28227.0	0.0005715030893219074	0.1371607414372578
spa	reina-valera-revisada	lenguaje-actual	8308.0	4.015776500894455e-15	9.637863602146692e-13
spa	reina-valera-revisada	palabra-de-dios-para-todos	24317.0	1.555729989738501e-8	3.7337519753724024e-6
spa	reina-valera-revisada	peshitta-espanol	32613.0	0.2442884796276097	1.0
spa	reina-valera-revisada	spa-new-world-translation	35688.0	0.8648429666400504	1.0
spa	biblia-de-america	dios-habla-hoy	33239.0	0.3717694964658985	1.0
spa	biblia-de-america	la-palabra	29112.0	0.0031081465500818447	0.7459551720196427
spa	biblia-de-america	nueva-traduccion-viviente	29420.0	0.005288597973978608	1.0
spa	biblia-de-america	nueva-version-internacional	36081.0	0.9085268987309025	1.0
spa	biblia-de-america	junemann-bible	37027.0	0.9753205902876865	1.0
spa	biblia-de-america	la-biblia-latinoamericana	33886.0	0.52013446480607	1.0
spa	biblia-de-america	lenguaje-actual	10211.0	1.753883471325225e-9	4.2093203311805396e-7
spa	biblia-de-america	palabra-de-dios-para-todos	29693.0	0.008264687158395113	1.0
spa	biblia-de-america	peshitta-espanol	38407.0	0.9964215253771058	1.0
spa	biblia-de-america	spa-new-world-translation	41800.0	0.9999984938958728	1.0
spa	dios-habla-hoy	la-palabra	29608.0	0.007209985743800813	1.0
spa	dios-habla-hoy	nueva-traduccion-viviente	29997.0	0.013224195407167183	1.0
spa	dios-habla-hoy	nueva-version-internacional	36574.0	0.9473310146863458	1.0
spa	dios-habla-hoy	junemann-bible	37533.0	0.9881417561600722	1.0
spa	dios-habla-hoy	la-biblia-latinoamericana	34439.0	0.6455313261963656	1.0
spa	dios-habla-hoy	lenguaje-actual	10478.0	8.271523454628376e-9	1.9851656291108103e-6
spa	dios-habla-hoy	palabra-de-dios-para-todos	30225.0	0.018467693655286905	1.0
spa	dios-habla-hoy	peshitta-espanol	38971.0	0.9987305451488747	1.0
spa	dios-habla-hoy	spa-new-world-translation	42263.0	0.9999996098759308	1.0
spa	la-palabra	nueva-traduccion-viviente	34189.0	0.5899264235372935	1.0
spa	la-palabra	nueva-version-internacional	40698.0	0.9999717216801532	1.0
spa	la-palabra	junemann-bible	41261.0	0.9999955861679052	1.0
spa	la-palabra	la-biblia-latinoamericana	38637.0	0.9976264004789801	1.0
spa	la-palabra	lenguaje-actual	12325.0	0.00006194295445065428	0.014866309068157026
spa	la-palabra	palabra-de-dios-para-todos	34604.0	0.6806781866459398	1.0
spa	la-palabra	peshitta-espanol	42773.0	0.9999999188093183	1.0
spa	la-palabra	spa-new-world-translation	46182.0	0.9999999999997545	1.0
spa	nueva-traduccion-viviente	nueva-version-internacional	40516.0	0.9999558172394293	1.0
spa	nueva-traduccion-viviente	junemann-bible	40943.0	0.9999896823616549	1.0
spa	nueva-traduccion-viviente	la-biblia-latinoamericana	38293.0	0.9956408673039092	1.0
spa	nueva-traduccion-viviente	lenguaje-actual	11989.0	0.00001543668646663826	0.003704804751993182
spa	nueva-traduccion-viviente	palabra-de-dios-para-todos	34183.0	0.5885643288995257	1.0
spa	nueva-traduccion-viviente	peshitta-espanol	42544.0	0.9999998339605484	1.0
spa	nueva-traduccion-viviente	spa-new-world-translation	45910.0	0.99999999999922	1.0
spa	nueva-version-internacional	junemann-bible	34878.0	0.7603582321374176	1.0
spa	nueva-version-internacional	la-biblia-latinoamericana	31642.0	0.10395051973380992	1.0
spa	nueva-version-internacional	lenguaje-actual	9214.0	2.9721224248143863e-12	7.133093819554527e-10
spa	nueva-version-internacional	palabra-de-dios-para-todos	27363.0	0.00008596047651388287	0.020630514363331888
spa	nueva-version-internacional	peshitta-espanol	36189.0	0.9184587766877149	1.0
spa	nueva-version-internacional	spa-new-world-translation	39621.0	0.99966069438066	1.0
spa	junemann-bible	la-biblia-latinoamericana	30403.0	0.027924780835960207	1.0
spa	junemann-bible	lenguaje-actual	9159.0	2.677387945090199e-12	6.425731068216477e-10
spa	junemann-bible	palabra-de-dios-para-todos	26537.0	0.00001487560247997106	0.0035701445951930545
spa	junemann-bible	peshitta-espanol	34635.0	0.7140322469306608	1.0
spa	junemann-bible	spa-new-world-translation	37757.0	0.9916402957879672	1.0
spa	la-biblia-latinoamericana	lenguaje-actual	10138.0	1.1345174982788726e-9	2.7228419958692944e-7
spa	la-biblia-latinoamericana	palabra-de-dios-para-todos	29571.0	0.006789246854113335	1.0
spa	la-biblia-latinoamericana	peshitta-espanol	38308.0	0.9957516112453312	1.0
spa	la-biblia-latinoamericana	spa-new-world-translation	41720.0	0.9999981114824812	1.0
spa	lenguaje-actual	palabra-de-dios-para-todos	20700.0	0.9999932780927777	1.0
spa	lenguaje-actual	peshitta-espanol	23917.0	0.9999999999999679	1.0
spa	lenguaje-actual	spa-new-world-translation	25368.0	1.0	1.0
spa	palabra-de-dios-para-todos	peshitta-espanol	42292.0	0.9999996423663414	1.0
spa	palabra-de-dios-para-todos	spa-new-world-translation	45919.0	0.9999999999992489	1.0
spa	peshitta-espanol	spa-new-world-translation	36966.0	0.9677221964890331	1.0
