language	translation_id	chapter	pca_x	pca_y	mode
eng	jb-phillips-new-testament	EPH 5	-0.07461237191924673	0.08663330757729855	Dynamic
eng	jb-phillips-new-testament	EPH 6	-0.057279670066650676	0.12421448097379686	Dynamic
eng	jb-phillips-new-testament	GAL 1	-0.039241794993972574	0.0515069578856811	Dynamic
eng	jb-phillips-new-testament	GAL 2	-0.05798918222591085	0.07077818731876773	Dynamic
eng	jb-phillips-new-testament	GAL 3	-0.1176409814808502	0.10317747454287016	Dynamic
eng	jb-phillips-new-testament	GAL 4	-0.07552784920480511	0.07828890192734018	Dynamic
eng	jb-phillips-new-testament	GAL 5	-0.057929498845144596	0.0945867681676765	Dynamic
eng	jb-phillips-new-testament	GAL 6	-0.04739401640574166	0.12295290181937799	Dynamic
eng	jb-phillips-new-testament	HEB 1	-0.06297673503304692	0.09139770802861276	Dynamic
eng	jb-phillips-new-testament	HEB 10	-0.06903900164135157	0.05523716844293117	Dynamic
eng	jb-phillips-new-testament	HEB 11	-0.07955829479475049	0.0785979117633662	Dynamic
eng	jb-phillips-new-testament	HEB 12	-0.018843364131575113	0.04937531718595769	Dynamic
eng	jb-phillips-new-testament	HEB 13	-0.02969132913929033	0.16125516743112545	Dynamic
eng	jb-phillips-new-testament	HEB 2	-0.03380238506996386	0.043752088464832736	Dynamic
eng	jb-phillips-new-testament	HEB 3	-0.06570816090267415	0.10081762595462553	Dynamic
eng	jb-phillips-new-testament	HEB 4	-0.051623517567908006	0.041277698622883684	Dynamic
eng	jb-phillips-new-testament	HEB 5	-0.07550417073236783	0.09362068931892895	Dynamic
eng	jb-phillips-new-testament	HEB 6	-0.08706152218134872	0.06642080275892831	Dynamic
eng	jb-phillips-new-testament	HEB 7	-0.12047275842390431	0.044692386128001686	Dynamic
eng	jb-phillips-new-testament	HEB 8	-0.04584675894939096	0.09299034284270272	Dynamic
eng	jb-phillips-new-testament	HEB 9	-0.03721499058204228	0.06893645626471885	Dynamic
eng	jb-phillips-new-testament	JAS 1	-0.04046391800415029	0.061178905595616624	Dynamic
eng	jb-phillips-new-testament	JAS 2	-0.11536137203884719	0.06972979347893095	Dynamic
eng	jb-phillips-new-testament	JAS 3	-0.09742549790447139	0.08185040829323603	Dynamic
eng	jb-phillips-new-testament	JAS 4	-0.14541993766196093	0.09639648246514504	Dynamic
eng	jb-phillips-new-testament	JAS 5	-0.025870789695351455	0.10827783204627131	Dynamic
eng	jb-phillips-new-testament	JHN 1	-0.04147069697019303	0.1050886932012304	Dynamic
eng	jb-phillips-new-testament	JHN 10	0.010006750466759834	0.057973427817038466	Dynamic
eng	jb-phillips-new-testament	JHN 11	-0.04697717299504876	0.02567582806901227	Dynamic
eng	jb-phillips-new-testament	JHN 12	-0.033099429428048756	0.05625639690338129	Dynamic
eng	jb-phillips-new-testament	JHN 13	-0.03248302730263864	0.08502123296096889	Dynamic
eng	jb-phillips-new-testament	JHN 14	-0.06666683156094476	0.06811227886405852	Dynamic
eng	jb-phillips-new-testament	JHN 15	0.018893147988205586	0.07776419308238701	Dynamic
eng	jb-phillips-new-testament	JHN 16	-0.06301075874593517	0.05902718750584466	Dynamic
eng	jb-phillips-new-testament	JHN 17	-0.013955654269140319	0.07883019364617867	Dynamic
eng	jb-phillips-new-testament	JHN 18	-0.0484979630202123	0.04820071893345082	Dynamic
eng	jb-phillips-new-testament	JHN 19	-0.010004015704543713	0.026237286432517538	Dynamic
eng	jb-phillips-new-testament	JHN 2	-0.06986234299417929	0.04106154130400969	Dynamic
eng	jb-phillips-new-testament	JHN 20	-0.03915059353564699	0.09107626879306369	Dynamic
eng	jb-phillips-new-testament	JHN 21	-0.015435500095153085	0.06801254763641268	Dynamic
eng	jb-phillips-new-testament	JHN 3	-0.0365050083601332	0.055018631319927805	Dynamic
eng	jb-phillips-new-testament	JHN 4	-0.027340766746232856	0.05078320957076768	Dynamic
eng	jb-phillips-new-testament	JHN 5	-0.06897976022040422	0.03740267812967575	Dynamic
eng	jb-phillips-new-testament	JHN 6	-0.009058005507639834	0.03389968348460869	Dynamic
eng	jb-phillips-new-testament	JHN 7	-0.020815863769180473	0.03535796976059136	Dynamic
eng	jb-phillips-new-testament	JHN 8	-0.005854343823112812	0.0600618993570247	Dynamic
eng	jb-phillips-new-testament	JHN 9	-0.02075745104031683	0.060632223784025475	Dynamic
eng	jb-phillips-new-testament	JUD 1	-0.06078478045337422	0.029055451543346364	Dynamic
eng	jb-phillips-new-testament	LUK 1	-0.05235309332297114	0.05060949038272163	Dynamic
eng	jb-phillips-new-testament	LUK 10	-0.03454308440029967	0.07772195119502856	Dynamic
eng	jb-phillips-new-testament	LUK 11	-0.027501713212224235	0.0669209092290147	Dynamic
eng	jb-phillips-new-testament	LUK 12	-0.01783100137883919	0.011010593337538715	Dynamic
eng	jb-phillips-new-testament	LUK 13	-0.055245595085840246	0.07827436309055315	Dynamic
eng	jb-phillips-new-testament	LUK 14	-0.03998130984949772	0.05359285798431204	Dynamic
eng	jb-phillips-new-testament	LUK 15	-0.05261142752239569	0.05303103122365557	Dynamic
eng	jb-phillips-new-testament	LUK 16	-0.031054944985364805	0.044213174429253495	Dynamic
eng	jb-phillips-new-testament	LUK 17	-0.025656399631177843	0.08198582251230531	Dynamic
eng	jb-phillips-new-testament	LUK 18	-0.07723910328320135	0.08115701744132837	Dynamic
eng	jb-phillips-new-testament	LUK 19	-0.05862877072626488	0.058297207835959056	Dynamic
eng	jb-phillips-new-testament	LUK 2	-0.030052256523415956	0.03298327786392979	Dynamic
eng	jb-phillips-new-testament	LUK 20	-0.02415756032489414	0.023107966988289996	Dynamic
eng	jb-phillips-new-testament	LUK 21	-0.045868199794243836	0.03622075269445723	Dynamic
eng	jb-phillips-new-testament	LUK 22	-0.018245398820515568	0.0591882746246992	Dynamic
eng	jb-phillips-new-testament	LUK 23	-0.022541082676857338	0.03227419926267378	Dynamic
eng	jb-phillips-new-testament	LUK 24	-0.03910893300584663	0.020180263170978482	Dynamic
eng	jb-phillips-new-testament	LUK 3	-0.03261664677807505	0.06406447010319334	Dynamic
eng	jb-phillips-new-testament	LUK 4	-0.03983569352560803	0.04050126015498079	Dynamic
eng	jb-phillips-new-testament	LUK 5	-0.008767557839256368	0.03291694584272292	Dynamic
eng	jb-phillips-new-testament	LUK 6	-0.00736839558516552	0.05491131294327569	Dynamic
eng	jb-phillips-new-testament	LUK 7	-0.0536915083073554	0.042756227242968944	Dynamic
eng	jb-phillips-new-testament	LUK 8	-0.058045187608043766	0.05313520837382911	Dynamic
eng	jb-phillips-new-testament	LUK 9	-0.03528236756061462	0.06709952084579217	Dynamic
eng	jb-phillips-new-testament	MAT 1	-0.04422480728987081	0.04280613182323595	Dynamic
eng	jb-phillips-new-testament	MAT 10	-0.0427722399507326	0.048769121413293724	Dynamic
eng	jb-phillips-new-testament	MAT 11	-0.022516947267534164	0.0780226791058323	Dynamic
eng	jb-phillips-new-testament	MAT 12	-0.01335354838894958	0.027343083557810635	Dynamic
eng	jb-phillips-new-testament	MAT 13	-0.03881968689432345	0.07808889289429798	Dynamic
eng	jb-phillips-new-testament	MAT 14	-0.03597132309884326	0.04552767108573697	Dynamic
eng	jb-phillips-new-testament	MAT 15	-0.0053026157962074855	0.062412619439074064	Dynamic
eng	jb-phillips-new-testament	MAT 16	-0.04419482313573057	0.036199891681003335	Dynamic
